Vardas         Pavarde           Galutinis (med.)
Vardas80520    Pavarde80520      8.00    
Vardas19476    Pavarde19476      8.20    
Vardas40457    Pavarde40457      8.20    
Vardas72876    Pavarde72876      8.20    
Vardas87765    Pavarde87765      8.20    
Vardas48996    Pavarde48996      8.00    
Vardas19479    Pavarde19479      8.40    
Vardas45720    Pavarde45720      8.20    
Vardas78546    Pavarde78546      8.20    
Vardas84680    Pavarde84680      8.20    
Vardas60264    Pavarde60264      8.40    
Vardas33640    Pavarde33640      8.60    
Vardas99169    Pavarde99169      8.20    
Vardas96383    Pavarde96383      8.20    
Vardas39606    Pavarde39606      8.20    
Vardas98563    Pavarde98563      8.00    
Vardas12783    Pavarde12783      8.20    
Vardas20843    Pavarde20843      8.20    
Vardas37127    Pavarde37127      8.40    
Vardas27761    Pavarde27761      8.20    
Vardas96250    Pavarde96250      8.00    
Vardas65451    Pavarde65451      8.20    
Vardas96365    Pavarde96365      8.20    
Vardas40497    Pavarde40497      8.20    
Vardas37530    Pavarde37530      8.00    
Vardas65260    Pavarde65260      8.20    
Vardas36182    Pavarde36182      8.20    
Vardas64444    Pavarde64444      8.20    
Vardas54762    Pavarde54762      8.20    
Vardas51117    Pavarde51117      8.40    
Vardas3261     Pavarde3261       8.00    
Vardas20247    Pavarde20247      8.40    
Vardas78234    Pavarde78234      8.20    
Vardas70658    Pavarde70658      8.20    
Vardas323      Pavarde323        8.20    
Vardas61947    Pavarde61947      8.20    
Vardas29034    Pavarde29034      8.20    
Vardas82215    Pavarde82215      8.20    
Vardas106      Pavarde106        8.20    
Vardas95484    Pavarde95484      8.00    
Vardas96585    Pavarde96585      8.00    
Vardas287      Pavarde287        8.40    
Vardas98425    Pavarde98425      8.20    
Vardas33999    Pavarde33999      8.40    
Vardas94223    Pavarde94223      8.00    
Vardas98526    Pavarde98526      8.20    
Vardas66001    Pavarde66001      7.60    
Vardas87918    Pavarde87918      8.20    
Vardas7151     Pavarde7151       8.00    
Vardas19631    Pavarde19631      8.20    
Vardas66217    Pavarde66217      8.20    
Vardas25725    Pavarde25725      7.80    
Vardas94589    Pavarde94589      8.20    
Vardas96972    Pavarde96972      8.00    
Vardas19661    Pavarde19661      8.20    
Vardas75291    Pavarde75291      8.20    
Vardas38212    Pavarde38212      8.20    
Vardas3788     Pavarde3788       8.20    
Vardas75751    Pavarde75751      8.20    
Vardas53369    Pavarde53369      7.60    
Vardas60230    Pavarde60230      8.20    
Vardas8349     Pavarde8349       8.20    
Vardas88821    Pavarde88821      8.20    
Vardas14888    Pavarde14888      8.20    
Vardas35381    Pavarde35381      8.20    
Vardas66306    Pavarde66306      8.40    
Vardas63524    Pavarde63524      8.20    
Vardas83295    Pavarde83295      8.00    
Vardas35336    Pavarde35336      7.80    
Vardas16983    Pavarde16983      7.80    
Vardas37018    Pavarde37018      8.40    
Vardas24720    Pavarde24720      8.40    
Vardas49865    Pavarde49865      8.60    
Vardas9249     Pavarde9249       8.00    
Vardas74300    Pavarde74300      8.20    
Vardas42346    Pavarde42346      7.80    
Vardas54513    Pavarde54513      8.00    
Vardas39540    Pavarde39540      8.20    
Vardas85917    Pavarde85917      8.20    
Vardas18246    Pavarde18246      8.20    
Vardas19888    Pavarde19888      8.20    
Vardas46892    Pavarde46892      8.40    
Vardas73666    Pavarde73666      7.80    
Vardas86915    Pavarde86915      8.20    
Vardas14450    Pavarde14450      8.20    
Vardas11028    Pavarde11028      8.20    
Vardas46733    Pavarde46733      8.00    
Vardas68235    Pavarde68235      8.20    
Vardas8993     Pavarde8993       8.20    
Vardas93132    Pavarde93132      8.20    
Vardas36449    Pavarde36449      8.20    
Vardas18548    Pavarde18548      7.80    
Vardas6544     Pavarde6544       8.20    
Vardas86075    Pavarde86075      7.80    
Vardas91369    Pavarde91369      8.00    
Vardas61643    Pavarde61643      8.40    
Vardas20028    Pavarde20028      8.00    
Vardas73389    Pavarde73389      7.80    
Vardas68755    Pavarde68755      8.00    
Vardas25837    Pavarde25837      8.00    
Vardas46371    Pavarde46371      8.20    
Vardas81267    Pavarde81267      7.80    
Vardas47335    Pavarde47335      7.60    
Vardas5337     Pavarde5337       7.80    
Vardas15422    Pavarde15422      8.00    
Vardas79900    Pavarde79900      7.80    
Vardas81573    Pavarde81573      7.80    
Vardas65320    Pavarde65320      7.80    
Vardas70531    Pavarde70531      8.00    
Vardas54999    Pavarde54999      7.80    
Vardas37282    Pavarde37282      7.60    
Vardas98156    Pavarde98156      7.60    
Vardas52290    Pavarde52290      8.00    
Vardas55925    Pavarde55925      7.80    
Vardas6338     Pavarde6338       8.00    
Vardas54045    Pavarde54045      7.80    
Vardas31761    Pavarde31761      8.00    
Vardas49497    Pavarde49497      8.00    
Vardas77469    Pavarde77469      7.60    
Vardas78816    Pavarde78816      7.80    
Vardas94052    Pavarde94052      8.00    
Vardas17717    Pavarde17717      7.60    
Vardas72983    Pavarde72983      7.80    
Vardas23794    Pavarde23794      8.00    
Vardas9368     Pavarde9368       8.00    
Vardas43838    Pavarde43838      8.20    
Vardas83992    Pavarde83992      8.00    
Vardas98934    Pavarde98934      8.00    
Vardas28966    Pavarde28966      7.60    
Vardas33430    Pavarde33430      7.60    
Vardas64346    Pavarde64346      8.00    
Vardas5755     Pavarde5755       8.00    
Vardas1572     Pavarde1572       7.80    
Vardas20771    Pavarde20771      8.00    
Vardas66448    Pavarde66448      7.60    
Vardas78907    Pavarde78907      8.20    
Vardas33119    Pavarde33119      8.00    
Vardas20203    Pavarde20203      7.80    
Vardas32879    Pavarde32879      8.00    
Vardas16455    Pavarde16455      7.80    
Vardas97807    Pavarde97807      7.60    
Vardas90785    Pavarde90785      7.60    
Vardas56133    Pavarde56133      8.00    
Vardas73111    Pavarde73111      8.00    
Vardas12994    Pavarde12994      8.00    
Vardas96647    Pavarde96647      7.60    
Vardas65074    Pavarde65074      7.80    
Vardas34328    Pavarde34328      8.00    
Vardas93969    Pavarde93969      7.80    
Vardas6183     Pavarde6183       7.80    
Vardas39571    Pavarde39571      7.80    
Vardas61903    Pavarde61903      8.00    
Vardas34415    Pavarde34415      8.00    
Vardas2923     Pavarde2923       7.60    
Vardas92567    Pavarde92567      7.60    
Vardas78444    Pavarde78444      7.60    
Vardas23548    Pavarde23548      7.60    
Vardas69652    Pavarde69652      7.60    
Vardas19610    Pavarde19610      7.60    
Vardas46264    Pavarde46264      7.80    
Vardas46203    Pavarde46203      8.00    
Vardas79673    Pavarde79673      7.80    
Vardas28390    Pavarde28390      8.20    
Vardas66168    Pavarde66168      7.80    
Vardas4178     Pavarde4178       8.00    
Vardas69890    Pavarde69890      8.00    
Vardas7485     Pavarde7485       7.60    
Vardas77690    Pavarde77690      8.20    
Vardas71835    Pavarde71835      7.80    
Vardas55149    Pavarde55149      7.80    
Vardas38447    Pavarde38447      7.80    
Vardas14352    Pavarde14352      7.60    
Vardas95384    Pavarde95384      8.00    
Vardas91628    Pavarde91628      7.80    
Vardas39166    Pavarde39166      7.60    
Vardas50621    Pavarde50621      7.60    
Vardas88277    Pavarde88277      7.40    
Vardas38959    Pavarde38959      8.00    
Vardas96752    Pavarde96752      7.60    
Vardas31772    Pavarde31772      8.00    
Vardas9679     Pavarde9679       7.80    
Vardas2994     Pavarde2994       8.00    
Vardas47708    Pavarde47708      8.40    
Vardas95291    Pavarde95291      7.80    
Vardas80447    Pavarde80447      7.60    
Vardas6033     Pavarde6033       7.80    
Vardas63339    Pavarde63339      7.80    
Vardas28986    Pavarde28986      7.60    
Vardas93217    Pavarde93217      7.40    
Vardas33253    Pavarde33253      8.00    
Vardas33082    Pavarde33082      8.00    
Vardas89357    Pavarde89357      8.00    
Vardas94640    Pavarde94640      7.80    
Vardas77987    Pavarde77987      7.80    
Vardas15168    Pavarde15168      8.00    
Vardas91717    Pavarde91717      7.60    
Vardas97163    Pavarde97163      7.80    
Vardas8351     Pavarde8351       7.60    
Vardas78457    Pavarde78457      8.20    
Vardas26633    Pavarde26633      7.60    
Vardas35697    Pavarde35697      7.80    
Vardas77501    Pavarde77501      8.40    
Vardas69648    Pavarde69648      8.20    
Vardas45777    Pavarde45777      8.00    
Vardas75793    Pavarde75793      7.80    
Vardas56635    Pavarde56635      7.80    
Vardas13111    Pavarde13111      7.80    
Vardas75313    Pavarde75313      8.20    
Vardas94846    Pavarde94846      7.60    
Vardas5762     Pavarde5762       8.00    
Vardas45643    Pavarde45643      8.00    
Vardas54427    Pavarde54427      8.20    
Vardas76824    Pavarde76824      7.60    
Vardas83580    Pavarde83580      8.00    
Vardas15801    Pavarde15801      7.60    
Vardas2893     Pavarde2893       8.00    
Vardas86426    Pavarde86426      8.00    
Vardas87838    Pavarde87838      8.20    
Vardas84405    Pavarde84405      8.00    
Vardas49839    Pavarde49839      7.80    
Vardas79668    Pavarde79668      8.00    
Vardas59008    Pavarde59008      7.60    
Vardas12005    Pavarde12005      7.60    
Vardas76369    Pavarde76369      7.60    
Vardas64325    Pavarde64325      8.20    
Vardas35185    Pavarde35185      8.00    
Vardas95348    Pavarde95348      8.00    
Vardas34966    Pavarde34966      8.00    
Vardas28607    Pavarde28607      7.60    
Vardas89471    Pavarde89471      8.00    
Vardas76325    Pavarde76325      7.40    
Vardas99118    Pavarde99118      8.20    
Vardas10589    Pavarde10589      7.80    
Vardas18046    Pavarde18046      8.00    
Vardas40287    Pavarde40287      7.60    
Vardas50449    Pavarde50449      7.80    
Vardas10622    Pavarde10622      7.80    
Vardas20673    Pavarde20673      8.00    
Vardas89815    Pavarde89815      8.00    
Vardas9786     Pavarde9786       8.00    
Vardas21037    Pavarde21037      8.00    
Vardas32874    Pavarde32874      8.00    
Vardas45185    Pavarde45185      8.20    
Vardas2429     Pavarde2429       8.00    
Vardas52968    Pavarde52968      7.60    
Vardas58614    Pavarde58614      7.60    
Vardas70549    Pavarde70549      7.60    
Vardas51259    Pavarde51259      7.60    
Vardas86565    Pavarde86565      8.00    
Vardas889      Pavarde889        7.80    
Vardas2402     Pavarde2402       7.80    
Vardas99466    Pavarde99466      7.80    
Vardas63023    Pavarde63023      8.20    
Vardas95898    Pavarde95898      7.80    
Vardas52914    Pavarde52914      8.00    
Vardas23414    Pavarde23414      7.80    
Vardas86926    Pavarde86926      8.00    
Vardas51290    Pavarde51290      7.60    
Vardas96572    Pavarde96572      8.00    
Vardas30791    Pavarde30791      7.80    
Vardas73653    Pavarde73653      8.00    
Vardas97470    Pavarde97470      7.80    
Vardas74761    Pavarde74761      7.80    
Vardas4284     Pavarde4284       7.80    
Vardas2376     Pavarde2376       7.80    
Vardas16853    Pavarde16853      8.00    
Vardas47844    Pavarde47844      8.00    
Vardas42715    Pavarde42715      8.00    
Vardas64010    Pavarde64010      7.60    
Vardas23521    Pavarde23521      8.20    
Vardas89043    Pavarde89043      8.00    
Vardas63071    Pavarde63071      7.80    
Vardas86884    Pavarde86884      7.60    
Vardas52002    Pavarde52002      8.00    
Vardas78263    Pavarde78263      7.80    
Vardas10567    Pavarde10567      8.00    
Vardas96624    Pavarde96624      7.60    
Vardas44892    Pavarde44892      8.00    
Vardas22814    Pavarde22814      8.00    
Vardas68675    Pavarde68675      8.00    
Vardas81079    Pavarde81079      7.60    
Vardas4678     Pavarde4678       7.60    
Vardas36504    Pavarde36504      8.00    
Vardas11887    Pavarde11887      7.60    
Vardas25908    Pavarde25908      8.00    
Vardas9624     Pavarde9624       7.60    
Vardas71543    Pavarde71543      8.20    
Vardas22197    Pavarde22197      8.00    
Vardas15637    Pavarde15637      7.60    
Vardas16833    Pavarde16833      8.00    
Vardas48969    Pavarde48969      7.60    
Vardas84005    Pavarde84005      8.00    
Vardas62233    Pavarde62233      8.00    
Vardas2228     Pavarde2228       8.20    
Vardas43111    Pavarde43111      8.00    
Vardas80785    Pavarde80785      7.80    
Vardas52707    Pavarde52707      8.40    
Vardas8869     Pavarde8869       8.00    
Vardas93511    Pavarde93511      7.80    
Vardas87446    Pavarde87446      8.00    
Vardas51440    Pavarde51440      8.00    
Vardas94554    Pavarde94554      8.00    
Vardas89631    Pavarde89631      7.80    
Vardas63085    Pavarde63085      7.80    
Vardas29035    Pavarde29035      7.60    
Vardas17599    Pavarde17599      7.80    
Vardas99932    Pavarde99932      8.00    
Vardas81075    Pavarde81075      7.80    
Vardas35903    Pavarde35903      8.20    
Vardas30268    Pavarde30268      8.00    
Vardas8148     Pavarde8148       7.80    
Vardas23887    Pavarde23887      8.20    
Vardas92644    Pavarde92644      8.40    
Vardas12750    Pavarde12750      8.20    
Vardas26668    Pavarde26668      7.80    
Vardas45570    Pavarde45570      8.20    
Vardas88949    Pavarde88949      8.00    
Vardas62103    Pavarde62103      8.00    
Vardas33655    Pavarde33655      8.00    
Vardas81978    Pavarde81978      8.00    
Vardas25738    Pavarde25738      8.20    
Vardas3517     Pavarde3517       8.20    
Vardas37558    Pavarde37558      8.00    
Vardas33653    Pavarde33653      7.80    
Vardas54898    Pavarde54898      8.20    
Vardas53398    Pavarde53398      8.00    
Vardas1045     Pavarde1045       8.20    
Vardas27901    Pavarde27901      7.80    
Vardas8476     Pavarde8476       8.00    
Vardas87133    Pavarde87133      8.20    
Vardas45474    Pavarde45474      8.00    
Vardas7498     Pavarde7498       8.20    
Vardas36177    Pavarde36177      7.80    
Vardas74879    Pavarde74879      8.00    
Vardas70697    Pavarde70697      8.00    
Vardas45373    Pavarde45373      7.60    
Vardas77242    Pavarde77242      7.80    
Vardas92300    Pavarde92300      8.20    
Vardas25700    Pavarde25700      8.00    
Vardas11809    Pavarde11809      8.00    
Vardas55742    Pavarde55742      7.60    
Vardas4165     Pavarde4165       8.20    
Vardas21195    Pavarde21195      8.20    
Vardas1087     Pavarde1087       8.20    
Vardas49654    Pavarde49654      7.60    
Vardas80237    Pavarde80237      8.00    
Vardas6402     Pavarde6402       7.80    
Vardas6037     Pavarde6037       8.00    
Vardas89550    Pavarde89550      8.40    
Vardas57064    Pavarde57064      8.20    
Vardas45136    Pavarde45136      8.00    
Vardas50148    Pavarde50148      7.80    
Vardas66100    Pavarde66100      8.00    
Vardas4144     Pavarde4144       8.20    
Vardas8830     Pavarde8830       8.20    
Vardas66911    Pavarde66911      8.00    
Vardas11192    Pavarde11192      7.60    
Vardas66466    Pavarde66466      8.20    
Vardas49674    Pavarde49674      8.20    
Vardas7574     Pavarde7574       8.00    
Vardas63763    Pavarde63763      8.40    
Vardas72396    Pavarde72396      8.20    
Vardas45048    Pavarde45048      8.20    
Vardas57419    Pavarde57419      7.60    
Vardas24585    Pavarde24585      8.20    
Vardas96306    Pavarde96306      8.60    
Vardas77891    Pavarde77891      7.40    
Vardas15853    Pavarde15853      7.80    
Vardas75489    Pavarde75489      8.20    
Vardas26209    Pavarde26209      8.40    
Vardas92350    Pavarde92350      7.60    
Vardas24217    Pavarde24217      8.00    
Vardas48811    Pavarde48811      8.00    
Vardas92808    Pavarde92808      8.00    
Vardas42043    Pavarde42043      8.60    
Vardas79622    Pavarde79622      8.20    
Vardas72594    Pavarde72594      8.40    
Vardas44694    Pavarde44694      8.20    
Vardas47976    Pavarde47976      7.80    
Vardas3914     Pavarde3914       8.40    
Vardas63632    Pavarde63632      8.00    
Vardas34835    Pavarde34835      7.80    
Vardas58877    Pavarde58877      8.00    
Vardas19049    Pavarde19049      7.80    
Vardas47338    Pavarde47338      8.00    
Vardas44402    Pavarde44402      8.00    
Vardas41502    Pavarde41502      8.00    
Vardas9235     Pavarde9235       8.20    
Vardas9423     Pavarde9423       8.00    
Vardas52253    Pavarde52253      8.00    
Vardas57164    Pavarde57164      8.40    
Vardas81290    Pavarde81290      8.00    
Vardas65274    Pavarde65274      8.00    
Vardas98148    Pavarde98148      7.80    
Vardas20652    Pavarde20652      8.00    
Vardas14133    Pavarde14133      8.20    
Vardas77272    Pavarde77272      7.80    
Vardas95461    Pavarde95461      8.00    
Vardas49314    Pavarde49314      7.60    
Vardas33447    Pavarde33447      7.80    
Vardas35340    Pavarde35340      8.00    
Vardas31827    Pavarde31827      8.20    
Vardas94030    Pavarde94030      8.20    
Vardas64778    Pavarde64778      7.80    
Vardas69705    Pavarde69705      7.80    
Vardas79658    Pavarde79658      7.60    
Vardas88087    Pavarde88087      8.20    
Vardas31702    Pavarde31702      7.80    
Vardas83405    Pavarde83405      8.00    
Vardas20429    Pavarde20429      8.00    
Vardas97130    Pavarde97130      8.40    
Vardas26264    Pavarde26264      8.20    
Vardas3394     Pavarde3394       8.60    
Vardas31293    Pavarde31293      7.60    
Vardas31805    Pavarde31805      7.80    
Vardas72967    Pavarde72967      7.80    
Vardas60153    Pavarde60153      7.80    
Vardas92036    Pavarde92036      8.00    
Vardas98938    Pavarde98938      8.20    
Vardas25462    Pavarde25462      8.20    
Vardas54681    Pavarde54681      8.00    
Vardas8265     Pavarde8265       8.00    
Vardas85511    Pavarde85511      8.40    
Vardas10256    Pavarde10256      8.20    
Vardas60131    Pavarde60131      7.60    
Vardas82739    Pavarde82739      8.00    
Vardas89946    Pavarde89946      8.60    
Vardas88752    Pavarde88752      8.20    
Vardas31688    Pavarde31688      7.80    
Vardas93015    Pavarde93015      8.20    
Vardas47543    Pavarde47543      7.60    
Vardas32370    Pavarde32370      8.00    
Vardas31511    Pavarde31511      7.60    
Vardas31335    Pavarde31335      7.60    
Vardas65523    Pavarde65523      8.00    
Vardas78834    Pavarde78834      8.20    
Vardas33892    Pavarde33892      8.00    
Vardas43561    Pavarde43561      7.80    
Vardas15045    Pavarde15045      8.00    
Vardas47570    Pavarde47570      7.60    
Vardas55515    Pavarde55515      7.80    
Vardas75362    Pavarde75362      7.60    
Vardas93170    Pavarde93170      8.20    
Vardas27188    Pavarde27188      8.00    
Vardas96607    Pavarde96607      8.00    
Vardas11313    Pavarde11313      7.80    
Vardas35325    Pavarde35325      8.40    
Vardas36785    Pavarde36785      8.60    
Vardas89654    Pavarde89654      8.20    
Vardas64364    Pavarde64364      8.20    
Vardas58329    Pavarde58329      8.00    
Vardas87495    Pavarde87495      8.20    
Vardas83232    Pavarde83232      8.00    
Vardas11101    Pavarde11101      8.40    
Vardas87384    Pavarde87384      8.00    
Vardas11332    Pavarde11332      8.20    
Vardas10107    Pavarde10107      8.00    
Vardas89295    Pavarde89295      8.20    
Vardas85326    Pavarde85326      7.80    
Vardas13138    Pavarde13138      7.60    
Vardas12115    Pavarde12115      8.00    
Vardas6507     Pavarde6507       8.20    
Vardas96648    Pavarde96648      8.40    
Vardas29504    Pavarde29504      7.60    
Vardas87376    Pavarde87376      8.20    
Vardas47987    Pavarde47987      8.20    
Vardas6569     Pavarde6569       8.20    
Vardas97728    Pavarde97728      8.20    
Vardas60306    Pavarde60306      8.20    
Vardas63421    Pavarde63421      8.40    
Vardas96691    Pavarde96691      7.40    
Vardas84778    Pavarde84778      8.60    
Vardas73794    Pavarde73794      8.00    
Vardas18190    Pavarde18190      7.60    
Vardas3334     Pavarde3334       8.20    
Vardas12925    Pavarde12925      8.00    
Vardas79119    Pavarde79119      8.20    
Vardas5947     Pavarde5947       8.00    
Vardas10504    Pavarde10504      8.80    
Vardas9115     Pavarde9115       8.00    
Vardas79154    Pavarde79154      8.00    
Vardas21021    Pavarde21021      7.80    
Vardas14410    Pavarde14410      8.20    
Vardas99413    Pavarde99413      8.20    
Vardas28232    Pavarde28232      8.20    
Vardas3352     Pavarde3352       8.00    
Vardas99436    Pavarde99436      8.40    
Vardas95612    Pavarde95612      8.00    
Vardas60411    Pavarde60411      8.00    
Vardas89664    Pavarde89664      8.00    
Vardas56713    Pavarde56713      8.00    
Vardas42527    Pavarde42527      7.80    
Vardas42530    Pavarde42530      8.20    
Vardas53966    Pavarde53966      7.60    
Vardas5929     Pavarde5929       8.00    
Vardas81097    Pavarde81097      7.60    
Vardas91647    Pavarde91647      8.00    
Vardas31601    Pavarde31601      8.00    
Vardas81201    Pavarde81201      8.20    
Vardas90873    Pavarde90873      8.00    
Vardas16851    Pavarde16851      8.00    
Vardas65463    Pavarde65463      8.40    
Vardas52911    Pavarde52911      7.60    
Vardas81741    Pavarde81741      8.20    
Vardas87368    Pavarde87368      8.60    
Vardas63072    Pavarde63072      8.20    
Vardas9707     Pavarde9707       8.20    
Vardas10717    Pavarde10717      8.00    
Vardas95235    Pavarde95235      7.80    
Vardas98000    Pavarde98000      8.00    
Vardas24035    Pavarde24035      8.00    
Vardas53695    Pavarde53695      8.00    
Vardas90363    Pavarde90363      7.80    
Vardas6908     Pavarde6908       7.80    
Vardas77135    Pavarde77135      8.20    
Vardas7763     Pavarde7763       8.20    
Vardas23151    Pavarde23151      8.00    
Vardas40815    Pavarde40815      8.20    
Vardas28055    Pavarde28055      7.80    
Vardas93565    Pavarde93565      8.00    
Vardas1977     Pavarde1977       8.40    
Vardas67914    Pavarde67914      8.20    
Vardas46722    Pavarde46722      7.60    
Vardas68842    Pavarde68842      7.80    
Vardas60888    Pavarde60888      7.80    
Vardas77847    Pavarde77847      7.60    
Vardas30188    Pavarde30188      7.80    
Vardas7735     Pavarde7735       8.00    
Vardas70213    Pavarde70213      8.20    
Vardas55550    Pavarde55550      8.20    
Vardas15673    Pavarde15673      8.00    
Vardas60901    Pavarde60901      7.60    
Vardas80551    Pavarde80551      8.00    
Vardas27424    Pavarde27424      8.20    
Vardas26196    Pavarde26196      8.20    
Vardas28491    Pavarde28491      8.00    
Vardas35935    Pavarde35935      8.00    
Vardas24378    Pavarde24378      8.00    
Vardas89941    Pavarde89941      8.20    
Vardas20893    Pavarde20893      8.20    
Vardas6528     Pavarde6528       7.80    
Vardas454      Pavarde454        7.80    
Vardas79540    Pavarde79540      8.00    
Vardas81282    Pavarde81282      8.00    
Vardas78628    Pavarde78628      8.00    
Vardas96639    Pavarde96639      7.80    
Vardas19985    Pavarde19985      8.20    
Vardas86       Pavarde86         8.20    
Vardas76869    Pavarde76869      8.40    
Vardas24149    Pavarde24149      8.00    
Vardas84982    Pavarde84982      7.80    
Vardas86601    Pavarde86601      8.00    
Vardas97340    Pavarde97340      8.20    
Vardas60965    Pavarde60965      8.20    
Vardas30991    Pavarde30991      7.80    
Vardas97600    Pavarde97600      8.20    
Vardas58698    Pavarde58698      8.40    
Vardas36219    Pavarde36219      7.80    
Vardas68855    Pavarde68855      8.00    
Vardas3085     Pavarde3085       7.80    
Vardas46144    Pavarde46144      7.80    
Vardas71571    Pavarde71571      7.80    
Vardas69850    Pavarde69850      7.60    
Vardas21298    Pavarde21298      7.80    
Vardas46508    Pavarde46508      8.40    
Vardas91145    Pavarde91145      7.80    
Vardas24886    Pavarde24886      8.00    
Vardas6687     Pavarde6687       8.00    
Vardas43117    Pavarde43117      8.60    
Vardas71196    Pavarde71196      8.20    
Vardas57106    Pavarde57106      8.20    
Vardas71188    Pavarde71188      7.60    
Vardas36580    Pavarde36580      8.20    
Vardas25875    Pavarde25875      8.20    
Vardas13615    Pavarde13615      7.60    
Vardas64068    Pavarde64068      8.00    
Vardas66657    Pavarde66657      7.80    
Vardas86710    Pavarde86710      8.40    
Vardas60061    Pavarde60061      7.80    
Vardas22022    Pavarde22022      8.00    
Vardas49917    Pavarde49917      7.80    
Vardas40894    Pavarde40894      7.80    
Vardas45843    Pavarde45843      8.00    
Vardas21237    Pavarde21237      8.00    
Vardas39081    Pavarde39081      8.00    
Vardas45820    Pavarde45820      7.60    
Vardas73327    Pavarde73327      7.80    
Vardas98533    Pavarde98533      8.20    
Vardas72012    Pavarde72012      7.60    
Vardas9475     Pavarde9475       8.00    
Vardas37597    Pavarde37597      7.60    
Vardas90220    Pavarde90220      8.00    
Vardas999      Pavarde999        8.00    
Vardas25833    Pavarde25833      8.00    
Vardas81335    Pavarde81335      8.20    
Vardas59572    Pavarde59572      7.80    
Vardas21894    Pavarde21894      8.00    
Vardas68769    Pavarde68769      7.60    
Vardas19892    Pavarde19892      8.00    
Vardas76797    Pavarde76797      7.80    
Vardas84414    Pavarde84414      7.60    
Vardas92842    Pavarde92842      8.00    
Vardas68892    Pavarde68892      8.00    
Vardas41463    Pavarde41463      8.00    
Vardas87413    Pavarde87413      8.20    
Vardas41411    Pavarde41411      8.00    
Vardas41377    Pavarde41377      7.60    
Vardas1805     Pavarde1805       8.20    
Vardas19575    Pavarde19575      8.00    
Vardas94962    Pavarde94962      8.20    
Vardas85436    Pavarde85436      8.20    
Vardas19553    Pavarde19553      7.60    
Vardas67808    Pavarde67808      8.20    
Vardas84376    Pavarde84376      7.80    
Vardas86356    Pavarde86356      8.00    
Vardas19486    Pavarde19486      8.40    
Vardas5280     Pavarde5280       8.00    
Vardas83635    Pavarde83635      8.40    
Vardas19413    Pavarde19413      7.80    
Vardas36845    Pavarde36845      8.20    
Vardas61989    Pavarde61989      8.40    
Vardas90961    Pavarde90961      8.00    
Vardas82117    Pavarde82117      8.00    
Vardas68812    Pavarde68812      7.60    
Vardas31861    Pavarde31861      7.60    
Vardas76915    Pavarde76915      8.40    
Vardas93997    Pavarde93997      7.80    
Vardas61139    Pavarde61139      8.00    
Vardas70766    Pavarde70766      8.00    
Vardas36733    Pavarde36733      8.20    
Vardas62063    Pavarde62063      7.60    
Vardas86552    Pavarde86552      7.60    
Vardas98571    Pavarde98571      7.80    
Vardas35887    Pavarde35887      8.20    
Vardas32919    Pavarde32919      8.20    
Vardas59792    Pavarde59792      8.00    
Vardas59437    Pavarde59437      8.00    
Vardas6195     Pavarde6195       8.20    
Vardas6390     Pavarde6390       8.00    
Vardas6126     Pavarde6126       8.00    
Vardas81329    Pavarde81329      8.00    
Vardas23452    Pavarde23452      8.00    
Vardas11073    Pavarde11073      8.00    
Vardas17238    Pavarde17238      8.20    
Vardas50133    Pavarde50133      8.20    
Vardas48032    Pavarde48032      8.00    
Vardas78170    Pavarde78170      8.00    
Vardas90963    Pavarde90963      8.00    
Vardas40889    Pavarde40889      7.80    
Vardas64441    Pavarde64441      7.60    
Vardas88841    Pavarde88841      8.20    
Vardas4104     Pavarde4104       8.40    
Vardas11144    Pavarde11144      7.80    
Vardas8358     Pavarde8358       7.40    
Vardas59313    Pavarde59313      7.80    
Vardas13156    Pavarde13156      8.00    
Vardas56669    Pavarde56669      7.60    
Vardas25579    Pavarde25579      7.80    
Vardas20100    Pavarde20100      7.80    
Vardas87606    Pavarde87606      7.60    
Vardas5001     Pavarde5001       8.00    
Vardas91341    Pavarde91341      8.20    
Vardas6004     Pavarde6004       8.20    
Vardas29418    Pavarde29418      8.00    
Vardas17076    Pavarde17076      7.80    
Vardas78545    Pavarde78545      8.00    
Vardas66968    Pavarde66968      8.00    
Vardas78406    Pavarde78406      7.80    
Vardas17060    Pavarde17060      8.20    
Vardas27302    Pavarde27302      8.20    
Vardas29522    Pavarde29522      8.20    
Vardas98322    Pavarde98322      7.60    
Vardas10033    Pavarde10033      8.00    
Vardas17028    Pavarde17028      8.00    
Vardas5935     Pavarde5935       8.00    
Vardas28539    Pavarde28539      8.20    
Vardas84168    Pavarde84168      8.20    
Vardas66947    Pavarde66947      8.00    
Vardas25128    Pavarde25128      7.60    
Vardas74783    Pavarde74783      8.20    
Vardas83146    Pavarde83146      7.80    
Vardas21625    Pavarde21625      7.80    
Vardas6633     Pavarde6633       7.80    
Vardas48377    Pavarde48377      8.00    
Vardas70508    Pavarde70508      7.60    
Vardas93561    Pavarde93561      7.60    
Vardas14953    Pavarde14953      8.20    
Vardas34881    Pavarde34881      7.80    
Vardas26185    Pavarde26185      8.00    
Vardas62922    Pavarde62922      8.00    
Vardas13866    Pavarde13866      8.20    
Vardas27320    Pavarde27320      8.00    
Vardas5024     Pavarde5024       8.40    
Vardas58885    Pavarde58885      8.20    
Vardas79764    Pavarde79764      8.20    
Vardas13067    Pavarde13067      8.40    
Vardas94133    Pavarde94133      8.00    
Vardas81587    Pavarde81587      8.00    
Vardas48566    Pavarde48566      8.20    
